Location_Name,Date,NDVI_daily,NDVI_raw,precip_mm_day,wind_speed_ms,wind_u_ms,wind_v_ms
Gigantes Polygon,2019-01-22,-0.11013066134308706,,0.0,7.684462400066677,1.4015120755043131,-7.552145603807961
Gigantes Polygon,2019-01-23,-0.1119817165222942,,0.0,6.283685700324681,-1.8280557618877749,-6.0095253125115775
Gigantes Polygon,2019-01-24,-0.11383277170150133,,4.474284592278714,6.600261757515033,-5.179265320462585,-4.090175774426964
Gigantes Polygon,2019-01-25,-0.11568382688070847,,0.0,7.380018879769202,-4.766113181488946,-5.633197077632273
Gigantes Polygon,2019-01-26,-0.11753488205991561,,0.4607701783863829,8.196613555633204,-5.356492289101204,-6.203344768948026
Gigantes Polygon,2019-01-27,-0.11938593723912273,,0.0,7.64229227027904,-5.698896831936305,-5.091052069185872
Gigantes Polygon,2019-01-28,-0.12123699241832987,,0.0,7.3027549606082705,-5.204807842843899,-5.122041823935055
Gigantes Polygon,2019-01-29,-0.123088047597537,,0.0,6.835162661812985,-5.0499802170730215,-4.60502928356491
Gigantes Polygon,2019-01-30,-0.12493910277674414,,22.667853057646603,5.671257734256567,-4.320715628794537,-3.6728232153062885
Gigantes Polygon,2019-01-31,-0.12679015795595128,,0.0,5.506695340692635,-4.310312216004058,-3.4239453428159883
Gigantes Polygon,2019-02-01,-0.12864121313515842,,0.0,6.49626832283214,-4.984004092539551,-4.1659166610014795
Gigantes Polygon,2019-02-02,-0.13049226831436553,,11.119946876113206,6.914960507014561,-6.343254834720435,-2.7508983603660973
Gigantes Polygon,2019-02-03,-0.13234332349357267,,2.10794128864191,4.506200413826904,-3.283589402059229,-3.084625041387915
Gigantes Polygon,2019-02-04,-0.1341943786727798,,0.0,5.6986399359093465,-4.026367921493241,-4.032540559122555
Gigantes Polygon,2019-02-05,-0.13604543385198695,,0.0,5.001381081653609,-3.0976007477054748,-3.9246804099741985
Gigantes Polygon,2019-02-06,-0.13789648903119406,,0.0,4.920738212627983,-4.180292818992118,-2.593265322036536
Gigantes Polygon,2019-02-07,-0.1397475442104012,,0.0,4.174280759047188,-3.6629431857649224,-1.9996542218577893
Gigantes Polygon,2019-02-08,-0.14159859938960834,,0.0,4.665811122267604,-4.051706284106907,-2.312550869156028
Gigantes Polygon,2019-02-09,-0.14344965456881548,-0.14344965456881548,3.9819081737582054,5.54100666309709,-4.832149777502872,-2.7111737664799054
Gigantes Polygon,2019-02-10,-0.13914688995632102,,0.0,5.713497783996612,-5.239973781554679,-2.277136109514934
Gigantes Polygon,2019-02-11,-0.13484412534382656,,0.0,7.066475082182045,-6.2794019911024295,-3.239841160347791
Gigantes Polygon,2019-02-12,-0.13054136073133207,,0.0,5.686171991025048,-5.385187689721746,-1.8243034083668777
Gigantes Polygon,2019-02-13,-0.12623859611883761,,0.0,4.961609110869893,-4.448753772518499,-2.191528791722243
Gigantes Polygon,2019-02-14,-0.12193583150634316,,0.0,6.956018628680063,-5.921870261091526,-3.649083677669205
Gigantes Polygon,2019-02-15,-0.1176330668938487,,0.0,6.132056047989407,-5.533127855543844,-2.640364797716218
Gigantes Polygon,2019-02-16,-0.11333030228135424,,0.0,4.414596672307676,-3.942253182057119,-1.984269447636798
Gigantes Polygon,2019-02-17,-0.10902753766885977,,0.0,5.41090598264917,-5.202475696139865,-1.479803330723832
Gigantes Polygon,2019-02-18,-0.1047247730563653,,0.0,4.989142823227798,-4.915455952052501,-0.8426335589349431
Gigantes Polygon,2019-02-19,-0.10042200844387084,,0.0,6.386019843337624,-6.067406929863823,-1.9853887511462698
Gigantes Polygon,2019-02-20,-0.09611924383137638,,0.0,6.28209499001374,-5.519707223328793,-2.9976289830556726
Gigantes Polygon,2019-02-21,-0.09181647921888192,,0.0,4.524470652617596,-3.5358757753036203,-2.8226740644553163
Gigantes Polygon,2019-02-22,-0.08751371460638745,,0.0,4.900575379357901,-4.282253745060949,-2.382003252293036
Gigantes Polygon,2019-02-23,-0.08321094999389299,,1.8313254437744357,5.126229064788932,-4.6830312692699065,-2.082654234775036
Gigantes Polygon,2019-02-24,-0.07890818538139852,,0.0,4.395121991029752,-4.057334517398823,-1.6816377805177432
Gigantes Polygon,2019-02-25,-0.07460542076890406,,0.0,3.971969763352984,-3.556909666604142,-1.760606974573316
Gigantes Polygon,2019-02-26,-0.0703026561564096,,0.0,5.698358170073575,-4.5818349519073145,-3.383529543488975
Gigantes Polygon,2019-02-27,-0.06599989154391513,,0.0,5.486484553640364,-4.647144099625792,-2.912236494358962
Gigantes Polygon,2019-02-28,-0.06169712693142067,,0.0,3.938634368267186,-2.7014126578643713,-2.859647359499117
Gigantes Polygon,2019-03-01,-0.0573943623189262,-0.0573943623189262,0.0,5.1001998186276225,-3.5911200329540214,-3.62071003655431
Gigantes Polygon,2019-03-02,-0.054794137796044196,,0.0,4.077460208428532,-3.194068661614808,-2.533601067512016
Gigantes Polygon,2019-03-03,-0.052193913273162196,,0.0,3.9711640308401055,-3.1622338561184677,-2.3987314348944473
Gigantes Polygon,2019-03-04,-0.04959368875028019,,0.0,4.869256869680199,-4.556052326057661,-1.7155868884347638
Gigantes Polygon,2019-03-05,-0.04699346422739818,,0.0,5.365501445702362,-5.129760048512198,-1.5722413209072619
Gigantes Polygon,2019-03-06,-0.04439323970451618,-0.04439323970451618,0.0,4.277091262685474,-3.8649546739531724,-1.8208139851810488
Gigantes Polygon,2019-03-07,-0.041095009882294496,,0.0,4.824430573287031,-4.297461154596592,-2.1812243743963675
Gigantes Polygon,2019-03-08,-0.03779678006007281,,5.676811721939314,4.2526119363255805,-4.034129801804457,-1.3274157273414011
Gigantes Polygon,2019-03-09,-0.03449855023785113,,0.0,3.7397701990204695,-3.7162817940802433,-0.2910736679061641
Gigantes Polygon,2019-03-10,-0.031200320415629444,,0.0,2.905576010421064,-2.794222791925032,-0.7847792224186222
Gigantes Polygon,2019-03-11,-0.027902090593407758,,0.0,2.918201360899242,-2.39209058704738,-1.6668765825307787
Gigantes Polygon,2019-03-12,-0.02460386077118607,,0.0,3.9462214506462066,-3.6112894394210358,-1.5716492822176715
Gigantes Polygon,2019-03-13,-0.02130563094896439,,0.0,5.119633831699629,-4.554353628572087,-2.325669744021201
Gigantes Polygon,2019-03-14,-0.018007401126742702,,0.0,3.9351595932882693,-3.646094949587896,-1.4635244002510215
Gigantes Polygon,2019-03-15,-0.014709171304521016,,6.843967236440855,4.004873681462785,-3.392085821260281,-2.1216459530801948
Gigantes Polygon,2019-03-16,-0.01141094148229933,-0.01141094148229933,0.0,5.775332794265975,-4.536890438255578,-3.5721040790320084
Gigantes Polygon,2019-03-17,-0.014507832673521752,,0.0,5.953142745717358,-4.69927958460035,-3.6542737540836896
Gigantes Polygon,2019-03-18,-0.017604723864744175,,0.0,6.399948788925283,-5.223109472217921,-3.6982757862344338
Gigantes Polygon,2019-03-19,-0.020701615055966596,,0.0,6.328025551533071,-5.499240891784833,-3.1305272528795687
Gigantes Polygon,2019-03-20,-0.023798506247189016,,0.0,5.42826944697504,-4.927631356464167,-2.2749526235146247
Gigantes Polygon,2019-03-21,-0.02689539743841144,-0.02689539743841144,0.0,4.309116519779831,-4.192321882790666,-0.9715949292428447
Gigantes Polygon,2019-03-22,-0.025509029743936377,,0.0,3.5731508481147367,-3.42745454472901,-0.9942442632949124
Gigantes Polygon,2019-03-23,-0.024122662049461313,,0.0,5.582986102431195,-5.17096881711386,-2.1024824488776805
Gigantes Polygon,2019-03-24,-0.02273629435498625,,0.0,6.133496936449606,-5.6366515172529335,-2.4169054646479085
Gigantes Polygon,2019-03-25,-0.021349926660511186,,0.0,4.4730215368680675,-4.11924640925596,-1.736649354169685
Gigantes Polygon,2019-03-26,-0.019963558966036122,,5.0313620236010115,6.630159011856162,-5.757335285507243,-3.28681958212762
Gigantes Polygon,2019-03-27,-0.018577191271561058,,1.663812885603154,5.184472259094051,-4.862883180654468,-1.7931375831123288
Gigantes Polygon,2019-03-28,-0.017190823577085998,,0.0,3.783451696898328,-3.552628461842937,-1.2749862350422514
Gigantes Polygon,2019-03-29,-0.01580445588261093,,0.0,3.49551747444914,-3.3752549075821867,-0.8529804219398395
Gigantes Polygon,2019-03-30,-0.014418088188135869,,0.0,3.976506904867981,-3.9519392012257555,-0.33826604160836066
Gigantes Polygon,2019-03-31,-0.013031720493660805,-0.013031720493660805,0.0,4.956712172605787,-4.65874325408522,-1.6743029250685115
Gigantes Polygon,2019-04-01,-0.015678120859955375,,0.0,4.958489604940968,-4.154301818599546,-2.705217452100945
Gigantes Polygon,2019-04-02,-0.018324521226249942,,0.0,5.432477040811514,-4.981030569102382,-2.1649334900424404
Gigantes Polygon,2019-04-03,-0.02097092159254451,,0.0,3.9574712010149535,-3.784138738947509,-1.1253450512562986
Gigantes Polygon,2019-04-04,-0.023617321958839078,,0.0,3.8931483168327947,-3.8100212872512937,-0.7450683893550055
Gigantes Polygon,2019-04-05,-0.026263722325133645,-0.026263722325133645,0.0,3.8082268507890187,-3.672805316790656,-0.9671214469403109
Gigantes Polygon,2019-04-06,-0.031799270947268365,,0.0,4.109627883035744,-4.016870248479249,-0.8439800008525694
Gigantes Polygon,2019-04-07,-0.037334819569403085,,0.0,4.3460927903782345,-3.907887997924474,-1.893641694257576
Gigantes Polygon,2019-04-08,-0.0428703681915378,,9.438402929951877,5.609449948050822,-4.955583657158745,-2.627724057613672
Gigantes Polygon,2019-04-09,-0.04840591681367252,,0.7331013396421648,5.087459096841502,-5.078679186606471,-0.2578794982052108
Gigantes Polygon,2019-04-10,-0.05394146543580724,-0.05394146543580724,0.0,4.158897481587456,-4.153231956254499,0.07501784773053836
Gigantes Polygon,2019-04-11,-0.049192350167576164,,0.0,3.7573863775814553,-3.749996172897214,0.18752958231825168
Gigantes Polygon,2019-04-12,-0.04444323489934508,,0.0,4.196504697283844,-4.189550802959658,-0.030527381392998418
Gigantes Polygon,2019-04-13,-0.03969411963111401,,0.0,4.995527696489821,-4.977280091076362,0.37114170928634604
Gigantes Polygon,2019-04-14,-0.034945004362882934,,0.0,4.034438497266214,-3.959630120543606,-0.7444958354076395
Gigantes Polygon,2019-04-15,-0.03019588909465186,-0.03019588909465186,0.0,3.9845745064275944,-3.9691970422015923,-0.28609888172408104
Gigantes Polygon,2019-04-16,-0.028848617628067372,,0.0,4.077038172778824,-4.029597891830816,0.5311472783566813
Gigantes Polygon,2019-04-17,-0.027501346161482886,,0.0,3.148889080725928,-3.1260687882338107,0.26481502605324514
Gigantes Polygon,2019-04-18,-0.0261540746948984,,0.0,4.22633832679459,-4.183742862277561,0.5099246918024408
Gigantes Polygon,2019-04-19,-0.02480680322831391,,0.0,4.3508453681076285,-4.337021429170437,-0.22323095779108804
Gigantes Polygon,2019-04-20,-0.023459531761729425,-0.023459531761729425,0.0,3.9893148771258393,-3.977100471558609,0.08167834695438704
Gigantes Polygon,2019-04-21,-0.020996396769921835,,0.0001708739530336089,4.531593901036887,-4.523587252195611,-0.02696012138997314
Gigantes Polygon,2019-04-22,-0.018533261778114242,,0.9479723627774885,4.513783336135472,-4.49814243678478,-0.34620185777100765
Gigantes Polygon,2019-04-23,-0.016070126786306652,,0.0,4.847672638241601,-4.823327516798727,-0.47141975839609696
Gigantes Polygon,2019-04-24,-0.013606991794499063,,0.0,4.686150071051409,-4.683565596707145,0.02669557374990406
Gigantes Polygon,2019-04-25,-0.011143856802691471,-0.011143856802691471,0.0,4.642419643454506,-4.564175847164661,-0.7742657558704779
Gigantes Polygon,2019-04-26,-0.015069159718328399,,0.0,5.096204373232366,-4.822294833795811,-1.6383812661416484
Gigantes Polygon,2019-04-27,-0.01899446263396533,,0.0,4.949556143128044,-4.427862990257863,-2.2045416646533544
Gigantes Polygon,2019-04-28,-0.022919765549602254,,2.861239289859983,4.322650077584302,-3.9233272356069504,-1.8048357066100207
Gigantes Polygon,2019-04-29,-0.026845068465239187,,0.0,4.074794181927066,-3.935177771508854,-1.0351550729617192
Gigantes Polygon,2019-04-30,-0.030770371380876117,-0.030770371380876117,0.8074774565986089,3.0545932216419813,-3.0050434102210892,-0.49535636359113977
Gigantes Polygon,2019-05-01,-0.03249780832208414,,0.0,2.322716384347747,-2.2931550364507247,0.19024193357969038
Gigantes Polygon,2019-05-02,-0.03422524526329217,,0.0,2.1051961112649678,-2.0755889840888457,0.15361068849641135
Gigantes Polygon,2019-05-03,-0.035952682204500194,,0.0,1.135358908558974,-0.9366740415412882,0.5804871690951712
Gigantes Polygon,2019-05-04,-0.03768011914570822,,0.0,0.44163074147659165,0.20590672893575857,0.24110144031080125
Gigantes Polygon,2019-05-05,-0.03940755608691625,,0.7399465603690034,0.7331803788207583,0.5670041030015402,0.33896716435750324
Gigantes Polygon,2019-05-06,-0.041134993028124275,,0.0,1.166954839687745,0.5566460782596412,0.9366262389392385
Gigantes Polygon,2019-05-07,-0.0428624299693323,,15.316095657482837,2.2961101280779928,1.8004113018997314,1.3850795647639242
Gigantes Polygon,2019-05-08,-0.04458986691054032,,1.887204741425124,1.5096827612225572,1.2689609310491297,0.7230768106171108
Gigantes Polygon,2019-05-09,-0.04631730385174835,,0.0,2.377949272723596,1.492409024329043,1.8352450262886393
Gigantes Polygon,2019-05-10,-0.04804474079295638,-0.04804474079295638,0.0,1.326861670922514,0.36933862536257195,1.2512231354467913
Gigantes Polygon,2019-05-11,-0.04618480811616859,,0.0,1.1197442318961417,-0.5727196742525591,0.8798605183598793
Gigantes Polygon,2019-05-12,-0.0443248754393808,,0.0,1.4900981553494397,-1.4191924108076222,0.43148610843875546
Gigantes Polygon,2019-05-13,-0.04246494276259302,,0.0,2.5542941083815025,-2.5315727668079897,-0.16403425179199796
Gigantes Polygon,2019-05-14,-0.040605010085805235,,0.0,3.1160604768785443,-2.9456226710704603,0.9990327804069208
Gigantes Polygon,2019-05-15,-0.03874507740901745,-0.03874507740901745,0.0,2.332296552069857,-2.2505911002637244,0.5986971362173394
Gigantes Polygon,2019-05-16,-0.03889978191668574,,0.0,0.4547615830289342,-0.35096261766221787,0.2758312660181102
Gigantes Polygon,2019-05-17,-0.03905448642435404,,0.0,2.177730818548502,1.2346432538536507,1.7843373814895545
Gigantes Polygon,2019-05-18,-0.03920919093202233,,0.0,1.9499817043136778,1.0971262862042683,1.607469103523709
Gigantes Polygon,2019-05-19,-0.03936389543969063,,0.0,1.7327137324256987,0.8991218380811736,1.4752954077914477
Gigantes Polygon,2019-05-20,-0.039518599947358915,,0.0,2.1284219019556523,1.2724690858587662,1.6848476566919461
Gigantes Polygon,2019-05-21,-0.03967330445502721,,0.0,1.8965016573270483,1.467612362166407,1.143692791946535
Gigantes Polygon,2019-05-22,-0.039828008962695505,,2.2582538390012825,1.2301072205512056,0.9922692389346071,0.6837852131060468
Gigantes Polygon,2019-05-23,-0.0399827134703638,,2.1444889159189993,0.8218733293948354,0.5513734812335915,0.563870950766049
Gigantes Polygon,2019-05-24,-0.040137417978032094,,7.824708752393092,0.799113938810569,-0.6766485705285213,-0.42087819169207313
Gigantes Polygon,2019-05-25,-0.04029212248570039,,22.477721334237643,1.97842660978297,-1.6875702359165923,1.0281447879667203
Gigantes Polygon,2019-05-26,-0.040446826993368684,,9.474541782389215,0.9332212732095406,-0.050879872846732614,0.9262426364066478
Gigantes Polygon,2019-05-27,-0.04060153150103698,,0.35018610765562835,1.3559263575408593,-1.2504626793590017,0.5064824781443691
Gigantes Polygon,2019-05-28,-0.040756236008705274,,0.24927884649580367,3.8717346742266336,-3.8031396798648163,0.7049307808966494
Gigantes Polygon,2019-05-29,-0.04091094051637357,,0.535517918927269,3.4747285503720327,-3.465339168558921,-0.22400922406979687
Gigantes Polygon,2019-05-30,-0.041065645024041864,,0.0,3.871330062489922,-3.845133629982387,-0.42652219724525925
Gigantes Polygon,2019-05-31,-0.04122034953171015,,0.0,4.085112680723908,-4.043713850315993,0.5647908847183393
Gigantes Polygon,2019-06-01,-0.041375054039378446,,0.0,4.0614169987227635,-4.039221769296702,-0.4007690092412437
Gigantes Polygon,2019-06-02,-0.04152975854704674,,6.717633501940268,3.480714927349009,-3.441708080426141,-0.49442853016581956
Gigantes Polygon,2019-06-03,-0.041684463054715036,,0.0,3.739279499000021,-3.6495974874108787,-0.7878590391903387
Gigantes Polygon,2019-06-04,-0.04183916756238333,,2.540444727623368,3.44264174693737,-3.4277247741616512,0.2440506747744593
Gigantes Polygon,2019-06-05,-0.041993872070051626,,8.590567695748522,4.118404008789254,-4.113232215504013,-0.10775661901406801
Gigantes Polygon,2019-06-06,-0.04214857657771992,,15.567400367824048,4.451820187439356,-4.449440896995668,-0.12053985647392787
Gigantes Polygon,2019-06-07,-0.042303281085388215,,0.0,3.861113888184056,-3.824602302820055,-0.5119916342138274
Gigantes Polygon,2019-06-08,-0.04245798559305651,,0.0,3.6506390224378444,-3.644141888295408,-0.027674216435853702
Gigantes Polygon,2019-06-09,-0.0426126901007248,,15.567400367824048,1.5981779140795052,-0.19270529708242023,1.5651468416539631
Gigantes Polygon,2019-06-10,-0.04276739460839309,,0.0,4.274388443703346,2.0085506005015796,3.7699052112858467
Gigantes Polygon,2019-06-11,-0.04292209911606139,,0.046907586297028514,2.66969960152251,1.3818915080248824,2.274091271914764
Gigantes Polygon,2019-06-12,-0.04307680362372968,,0.5492505287799063,1.6759306007419243,0.2606073715499423,1.650274359436862
Gigantes Polygon,2019-06-13,-0.04323150813139798,,1.0182184402420527,2.025632307297699,0.5707406392911585,1.934184715870596
Gigantes Polygon,2019-06-14,-0.04338621263906627,-0.04338621263906627,0.9885790792597735,3.723620320887206,1.9935666515898252,3.141339181755293
Gigantes Polygon,2019-06-15,-0.04117112478625118,,0.5000952144359012,2.6608432735268863,0.977989131648366,2.466114154159215
Gigantes Polygon,2019-06-16,-0.03895603693343609,,7.409034695453359,2.777243992203314,1.052554894010549,2.5605041084573843
Gigantes Polygon,2019-06-17,-0.036740949080621,,0.0,2.6900145613707935,-2.435181008380279,1.1368079812869145
Gigantes Polygon,2019-06-18,-0.034525861227805904,,0.0,2.178060168145898,-2.1655768386716763,0.211711813505426
Gigantes Polygon,2019-06-19,-0.03231077337499082,-0.03231077337499082,0.0,2.3497679098574924,-2.2597465753555293,0.6343731202407258
Gigantes Polygon,2019-06-20,-0.032006087390977704,,0.0,1.6406960313660652,-0.6195135245801309,1.5152233666520776
Gigantes Polygon,2019-06-21,-0.03170140140696459,,7.079301938951907,1.2302554918108026,-0.162229655816303,1.2109129951575257
Gigantes Polygon,2019-06-22,-0.03139671542295147,,0.0,1.3392528826312267,0.6403863715608591,1.174064801637396
Gigantes Polygon,2019-06-23,-0.031092029438938358,,6.512964642876162,3.286355249002804,2.3773974421224615,2.230336882751485
Gigantes Polygon,2019-06-24,-0.030787343454925245,,7.079301938951907,3.8418838184270823,2.7839999046429056,2.605601529377263
Gigantes Polygon,2019-06-25,-0.030482657470912132,,0.0,3.2277577204252297,2.1435125717948766,2.3907614948303717
Gigantes Polygon,2019-06-26,-0.030177971486899016,,21.437607497632136,4.184818628729954,2.447555639168757,3.3896039112473564
Gigantes Polygon,2019-06-27,-0.029873285502885902,,8.929803565603237,6.054029784476417,3.502865361779686,4.93203616672092
Gigantes Polygon,2019-06-28,-0.029568599518872786,,0.0,6.4040429087232,3.627054968112852,5.271203847629267
Gigantes Polygon,2019-06-29,-0.029263913534859673,,5.301299415561538,5.245368814157727,3.1667085084165656,4.172964107634898
Gigantes Polygon,2019-06-30,-0.02895922755084656,,10.104509108718698,6.6949008142826365,3.547288693063627,5.671346477312124
Gigantes Polygon,2019-07-01,-0.028654541566833443,,15.685963159291074,5.631076170653115,2.2251090662266177,5.1566462167879425
Gigantes Polygon,2019-07-02,-0.02834985558282033,,17.42102493816232,2.4706462965675784,0.11300364341839218,2.4601578864947884
Gigantes Polygon,2019-07-03,-0.028045169598807214,,6.544793569318222,1.4699688692625634,-1.3722708477237358,0.5171081917718818
Gigantes Polygon,2019-07-04,-0.0277404836147941,,5.3299906385919975,1.5621793192250057,-1.4241939968532982,0.640318510655142
Gigantes Polygon,2019-07-05,-0.027435797630780988,,0.0,1.761788374543794,-0.04126957528959444,1.7524345668673835
Gigantes Polygon,2019-07-06,-0.02713111164676787,,0.0,2.653153884494091,0.9009287743710568,2.491120565163733
Gigantes Polygon,2019-07-07,-0.02682642566275476,,0.0,2.9006018564433913,1.3278962473882243,2.577626421651866
Gigantes Polygon,2019-07-08,-0.026521739678741642,,9.548199107170943,1.9746760646072288,0.8361014089610194,1.7856841316068075
Gigantes Polygon,2019-07-09,-0.02621705369472853,,1.7704321566441652,2.595735591031415,1.2967760608125183,2.2425684280188745
Gigantes Polygon,2019-07-10,-0.025912367710715416,,8.349217492441598,2.3371766530679925,0.8290367312547636,2.1785455564173257
Gigantes Polygon,2019-07-11,-0.0256076817267023,,0.0,0.9019450879878516,-0.8545338247526628,0.2621632583096098
Gigantes Polygon,2019-07-12,-0.025302995742689186,,9.449416287236815,0.8718293443177446,-0.8670198987169961,-0.0410587947220014
Gigantes Polygon,2019-07-13,-0.02499830975867607,,10.567968459955518,2.342418035777321,1.9009827140870132,1.3603984866361953
Gigantes Polygon,2019-07-14,-0.024693623774662957,,5.985122455456011,3.9598685198030035,3.1706572289066264,2.2953910976244507
Gigantes Polygon,2019-07-15,-0.024388937790649844,,13.613172277821295,5.002202949821306,4.192233987746199,2.638709447183583
Gigantes Polygon,2019-07-16,-0.024084251806636727,,8.154735607543113,9.218934011670123,5.669057345261095,7.249676257097301
Gigantes Polygon,2019-07-17,-0.02377956582262361,,11.08989649900975,8.704927516234873,4.304417556088144,7.557576452555048
Gigantes Polygon,2019-07-18,-0.023474879838610498,,0.0,5.6244534762786795,2.5015587276882596,5.019917198700632
Gigantes Polygon,2019-07-19,-0.023170193854597385,-0.023170193854597385,0.0,2.293309807516064,0.9150545476897943,2.0910557814729893
Gigantes Polygon,2019-07-20,-0.022944785640251,,0.0,0.2558628282795933,-0.05575645674211869,0.08603440506994561
Gigantes Polygon,2019-07-21,-0.02271937742590462,,14.131144208245459,1.1800434837265914,0.5141960747519805,-1.0489423002330913
Gigantes Polygon,2019-07-22,-0.022493969211558235,,12.517185802510042,1.5947381886123633,1.5602707281345272,-0.10973911750607371
Gigantes Polygon,2019-07-23,-0.02226856099721185,,15.024789603006031,2.276274902442637,1.5769146802948741,1.5860754214005093
Gigantes Polygon,2019-07-24,-0.022043152782865467,,0.0,3.9951148516817105,2.5215325683759158,3.0918977401443937
Gigantes Polygon,2019-07-25,-0.021817744568519086,,0.0,4.055434720273392,2.910754690196132,2.791476456453483
Gigantes Polygon,2019-07-26,-0.021592336354172702,,0.0,3.107461979389752,2.2296209754013434,2.090309913242412
Gigantes Polygon,2019-07-27,-0.021366928139826318,,11.898143836250405,4.069827268364544,2.6780372319828842,3.0382675147638083
Gigantes Polygon,2019-07-28,-0.021141519925479933,,16.154578848900034,5.202908948859131,3.0357097780801414,4.21972218076711
Gigantes Polygon,2019-07-29,-0.020916111711133552,,0.0,4.310553524765805,2.870668722426665,3.2070744224357086
Gigantes Polygon,2019-07-30,-0.020690703496787168,,3.041657103083064,2.904294811207419,2.070527878427893,2.0237303034722967
Gigantes Polygon,2019-07-31,-0.020465295282440784,,0.0,5.236758886149215,3.161487227855982,4.165660362450411
Gigantes Polygon,2019-08-01,-0.020239887068094403,,6.042138506051418,4.89227479238184,3.592234284315652,3.274933429914438
Gigantes Polygon,2019-08-02,-0.02001447885374802,,12.16083826301595,5.447199048773718,3.739418153840351,3.8922925961372967
Gigantes Polygon,2019-08-03,-0.019789070639401635,,11.590327907048934,7.17338240488946,4.7327001845610495,5.373296237056493
Gigantes Polygon,2019-08-04,-0.01956366242505525,,6.953797145799889,7.791723450917541,4.767190920822019,6.145644080283518
Gigantes Polygon,2019-08-05,-0.01933825421070887,,3.1419112082626492,7.543126015006929,5.051040333073313,5.577607354626746
Gigantes Polygon,2019-08-06,-0.019112845996362485,,5.93390632325762,8.087198619446117,5.058327210175635,6.296146009866461
Gigantes Polygon,2019-08-07,-0.0188874377820161,,17.015166159355548,9.472359410427138,5.250000538606307,7.876381423092147
Gigantes Polygon,2019-08-08,-0.01866202956766972,,0.0,9.330777084667995,4.557899065715509,8.129687415099724
Gigantes Polygon,2019-08-09,-0.018436621353323336,,0.0,8.324005234530556,4.523943681380935,6.976916555595913
Gigantes Polygon,2019-08-10,-0.018211213138976952,,0.0,6.605095940393908,3.7604794137846165,5.424068596692588
Gigantes Polygon,2019-08-11,-0.017985804924630568,,0.0,5.775079931548092,3.4887919552604028,4.5921680605508435
Gigantes Polygon,2019-08-12,-0.017760396710284187,,0.0,5.457546937907935,3.6364215923195604,4.042680014956611
Gigantes Polygon,2019-08-13,-0.017534988495937803,-0.017534988495937803,0.0,5.976772168387664,3.6792459754116806,4.7015511706592585
Gigantes Polygon,2019-08-14,-0.032823815081131774,,0.0,5.12520803508287,2.911129468760193,4.2128539677234835
Gigantes Polygon,2019-08-15,-0.04811264166632574,,0.0,4.904361720364447,2.8509600063003493,3.986124472695637
Gigantes Polygon,2019-08-16,-0.06340146825151972,,0.35733098824399545,3.8017760764029056,2.4017299114527093,2.942355725048034
Gigantes Polygon,2019-08-17,-0.07869029483671369,,0.0,2.8200199365101826,1.9801077535158895,1.9650425980730752
Gigantes Polygon,2019-08-18,-0.09397912142190766,-0.09397912142190766,0.0,3.623631302123573,2.365209722131248,2.683330178196191
